Item,Image,Cost,Role,Type,Tier,Physical Power,Magical Power,Physical Penetration,Magical Penetration,Critical Chance,Attack Speed,Lifesteal,Magical Lifesteal,Omnivamp,Physical Armor,Magical Armor,Tenacity,Max Health,Max Mana,Health Regeneration,Mana Regeneration,Heal & Shield Power,Ability Haste,Movement Speed,Gold Per Second,Ability 1,Ability 2,Ability 3,No Condition,Ability Hits on Heroes,After Level 6,After taking damage,Against Eroded Heroes,Against Heroes below 40% Health,Against Minions,Based on Critical Strike Chance,Based on Enemy Bonus Armor,Buff yourself and nearby Heroes to,Burn nearby Enemy Units,Damage Heroes from afar with Abilities,Damaging Abilities and Basic Attacks,Enhance your Ultimate Ability,Every 8s,For each Level,For every 10% Missing Health,"Gain Effects, based on your location",On Ability Cast,On Ability Hits to Heroes or Monsters and Killing Units,On Basic Attacking Heroes,On Basic Attacks,On Dashing or Leaping,"On Dashing, Leaping or exiting Camo",On Dealing Magical Damage,On Dealing Physical Damage,On Healing or Shielding Heroes,On Healing or Shielding an Ally,On Immobilizing Heroes,On Immobilizing an Enemy,On Killing Monsters,On Killing Units,On Killing an Enemy Unit,On Melee Heroes only,On Overhealing from Lifesteal,On Ranged Basic Attack,On Successful Basic Attacks,On Successful Basic Attacks to Heroes or Monsters and Killing Units,On Takedown,On any damage instance towards an Enemy,On being Immobilized,On being hit by a Basic Attack,On casting your Ultimate,On crossing a Fog Wall,On damaging Heroes or Monsters and Unit Kills,On damaging Monsters,On damaging a Hero,On damaging a Hero below 40% Health,On damaging a Shielded Target,On dealing Ability Damage,On dealing Ability Damage to Heroes or Monsters and Unit Kills,On dealing Ability Damage to a Blighted Target,On dealing Ability Damage to a Blighted Unit,On dealing Ability Damage to a Hero,On dealing Magical Damage to a Hero,On dealing Physical Damage,On dealing damage,On dealing damage to Heroes,On dealing damage to Heroes or Monsters,On dealing damage to a Marked Hero,On going below 40% Health,On standing still and unharmed for 2s,On taking Magical Damage,On taking Magical Damage from a Hero,On taking a Hero below 5% Health,On using Sacrificial Strike on a Hero,Once every second,Upon Critically Striking,Upon Executing 25 Minions,Upon damaging an Eroded Hero,Upon triggering Arcane Salvo,When Heatwave Damages a Target,When at 4 stacks of Cyclone,When dealing or receiving damage,When hit by Basic Attacks,While Camouflaged,While Veil is active,While Vital Shield is ready,While below 40% Health,While moving,While moving or casting Abilities,While moving or landing Basic Attacks,While near Enemy Heroes,While near an Ally Hero,While out of combat,While within 475u of an Enemy Unit
Prophecy,/images/items/Prophecy.webp,3000,Mage,On Hit,Tier 3,0.0,70.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Magical Strikes - On Basic Attacks: ‚ Deal 20 (+20% Magical Power) Damage On-Hit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Magical Strikes - On Basic Attacks: ‚ Deal 20 (+20% Magical Power) Damage On-Hit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Painweaver,/images/items/Painweaver.webp,3000,Assassin,Burst,Tier 3,50.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Splice - On Ability Cast: ‚ Gain 2 Physical Penetration for 4s.‚ Gain 2.5% Movement Speed for 4s.‚ Stacks up to 4 times.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Splice - On Ability Cast: ‚ Gain 2 Physical Penetration for 4s.‚ Gain 2.5% Movement Speed for 4s.‚ Stacks up to 4 times.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omen,/images/items/Omen.webp,3000,Assassin,Reduced Cooldowns,Tier 3,45.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Bestial Momentum - While moving or landing Basic Attacks: • Generate stacks of Momentum.• At 100 stacks empower your next Basic Attack On-Hit.• Deal 30 (+10% Physical Power) Damage.• Reduce your Non-Ultimate Cooldowns by 30%.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bestial Momentum - While moving or landing Basic Attacks: • Generate stacks of Momentum.• At 100 stacks empower your next Basic Attack On-Hit.• Deal 30 (+10% Physical Power) Damage.• Reduce your Non-Ultimate Cooldowns by 30%.,0,0,0,0
Lifebinder,/images/items/Lifebinder.webp,3000,Mage,Sustain,Tier 3,0.0,85.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Twilight Sonata - For every 10% Missing Health: • Gain 3 Magical Power and 1% Magical Lifesteal.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Twilight Sonata - For every 10% Missing Health: • Gain 3 Magical Power and 1% Magical Lifesteal.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tainted Bastion,/images/items/Leviathan.webp,3000,Tank,Anti Heal,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,350.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,Blighted Veil - On taking Magical Damage:  Reduce the Source's Healing by 45% for 3s.,Colossus:  Mitigate 3% of damage taken. Doubled against Blighted Targets.,0,Colossus:  Mitigate 3% of damage taken. Doubled against Blighted Targets.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blighted Veil - On taking Magical Damage:  Reduce the Source's Healing by 45% for 3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legacy,/images/items/Legacy.webp,3000,Fighter,Cleanse,Tier 3,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Tenacious Bravery - 120s CD - On going below 40% Health:  Self Cleanse. Gain CC Immunity for 3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tenacious Bravery - 120s CD - On going below 40% Health:  Self Cleanse. Gain CC Immunity for 3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infernum,/images/items/Hellfire.webp,3000,Assassin,Burst,Tier 3,40.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,15.0,0.0,0.0,"Cinder - Damaging Abilities and Basic Attacks: ‚ Apply stacks of Kindling to Enemy Units for 2.5s.‚ At 4 stacks, ignite them.‚ Deals 4 (+1.5% Physical Power)% of their Max Health as Damage over 2s.","Furnace - Based on Enemy Bonus Armor: ‚ For each point, Cinder deals 0.5% more Damage.",0,0,0,0,0,0,0,0,0,"Furnace - Based on Enemy Bonus Armor: ‚ For each point, Cinder deals 0.5% more Damage.",0,0,0,"Cinder - Damaging Abilities and Basic Attacks: ‚ Apply stacks of Kindling to Enemy Units for 2.5s.‚ At 4 stacks, ignite them.‚ Deals 4 (+1.5% Physical Power)% of their Max Health as Damage over 2s.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elafrost,/images/items/Elafrost.webp,3000,Tank,Area Damage,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,350.0,0.0,0.0,100.0,0.0,15.0,0.0,0.0,Frostblade - 1.5s CD - On Ability Cast: ‚ Empower your next Basic Attack within 4s.‚ Deal 55 (+2% Max Health) Damage On-Hit around the Target.‚ Slows by 25% for 0.5s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Frostblade - 1.5s CD - On Ability Cast: ‚ Empower your next Basic Attack within 4s.‚ Deal 55 (+2% Max Health) Damage On-Hit around the Target.‚ Slows by 25% for 0.5s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Draconum,/images/items/Draconum.webp,3000,Fighter,Sustained Fighting,Tier 3,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Surge - On dealing damage to Heroes or Monsters: ‚ Gain 2.5% increased Healing for 5s.‚ Stacks up to 10 times.,Flow - On Takedown: ‚ Restore (+120% Physical Power)(+6% Max Health) Health.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flow - On Takedown: ‚ Restore (+120% Physical Power)(+6% Max Health) Health.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Surge - On dealing damage to Heroes or Monsters: ‚ Gain 2.5% increased Healing for 5s.‚ Stacks up to 10 times.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demon Edge,/images/items/Demon-Edge.webp,3000,Assassin,Anti Shield,Tier 3,40.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Demonic - On damaging a Shielded Target: • Gain 20% Movement Speed for 2s.• Deal 30% bonus Damage.• Does not exceed the size of the Shield.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Demonic - On damaging a Shielded Target: • Gain 20% Movement Speed for 2s.• Deal 30% bonus Damage.• Does not exceed the size of the Shield.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Combustion,/images/items/Combustion.webp,3000,Mage,Burst,Tier 3,0.0,75.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,Pyro - 15s CD - On dealing Ability Damage: ‚ Deal 50 (+15% Magical Power) Damage to the Target and nearby Enemies.,Pyromaniac - On damaging Heroes: ‚ Reduce the Cooldown of Pyro by 0.5s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pyromaniac - On damaging Heroes: ‚ Reduce the Cooldown of Pyro by 0.5s.,0,0,Pyro - 15s CD - On dealing Ability Damage: ‚ Deal 50 (+15% Magical Power) Damage to the Target and nearby Enemies.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azure Core,/images/items/Azure-Core.webp,3000,Mage,Scaling Mana,Tier 3,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,15.0,0.0,0.0,Spirit Shield - 90s CD - On going below 40% Health:  Gain a (+20% Max Mana) Shield for 5s.,"Font - On Killing any Unit:  Gain 5 Max Mana. Camp Leaders grant 10. Stacks up to 400. At 400, gain (+4% Max Mana) Magical Power.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Font - On Killing any Unit:  Gain 5 Max Mana. Camp Leaders grant 10. Stacks up to 400. At 400, gain (+4% Max Mana) Magical Power.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spirit Shield - 90s CD - On going below 40% Health:  Gain a (+20% Max Mana) Shield for 5s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashbringer,/images/items/Ashbringer.webp,3000,Sharpshooter,Reduced Cooldowns,Tier 3,35.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Chrono Strikes - On Successful Basic Attack: ‚ Decrease current Non-Ultimate Cooldowns by 12% On-Hit.‚ Reduced to 5% against Non-Heroes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chrono Strikes - On Successful Basic Attack: ‚ Decrease current Non-Ultimate Cooldowns by 12% On-Hit.‚ Reduced to 5% against Non-Heroes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noxia,/images/items/Noxia.webp,3050,Mage,Burst,Tier 3,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,"Evil Eye - Mark Heroes for 3s upon dealing Ability Damage: ‚ With a seperate ability, deal damage to a Marked Hero to activate Dark Matter.",Dark Matter - 8s CD: ‚ Deal 6% of Target's Maximum Health as bonus Damage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Evil Eye - Mark Heroes for 3s upon dealing Ability Damage: ‚ With a seperate ability, deal damage to a Marked Hero to activate Dark Matter.",0,0,0,0,0,0,0,0,0,Dark Matter - 8s CD: ‚ Deal 6% of Target's Maximum Health as bonus Damage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Berserker's Axe,/images/items/Berserkers-Axe.webp,3050,Fighter,Mobility,Tier 3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,Blitz - 8s CD - On Dashing or Leaping:  Empower your next Basic Attack within 3s. Deal 50 (+40% Physical Power) Damage. Slows by 50% for 0.75s.,Mist Runner - On crossing a Fog Wall:  Gain 15% Movement Speed for 1.5s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blitz - 8s CD - On Dashing or Leaping:  Empower your next Basic Attack within 3s. Deal 50 (+40% Physical Power) Damage. Slows by 50% for 0.75s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mist Runner - On crossing a Fog Wall:  Gain 15% Movement Speed for 1.5s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terminus,/images/items/Terminus.webp,3050,Sharpshooter,Sustain,Tier 3,45.0,0.0,0.0,0.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anon - On Overhealing from Lifesteal:  Convert excess Healing into a Shield. Max Shield size: (+100% Physical Power). The Shield slowly decays 15s after leaving combat.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anon - On Overhealing from Lifesteal:  Convert excess Healing into a Shield. Max Shield size: (+100% Physical Power). The Shield slowly decays 15s after leaving combat.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyranny,/images/items/Tyranny.webp,3100,Fighter,Reduced Cooldowns,Tier 3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Oppression - 45s CD - On casting your Ultimate: ‚ Gain 30% Decaying Movement Speed over 4s. ‚ Gain 20 Ability Haste for 8s.‚ Takedowns within this time re-trigger Oppression.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oppression - 45s CD - On casting your Ultimate: ‚ Gain 30% Decaying Movement Speed over 4s. ‚ Gain 20 Ability Haste for 8s.‚ Takedowns within this time re-trigger Oppression.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapture,/images/items/Rapture.webp,3100,Fighter,On Hit,Tier 3,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,9.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nearsight - While within 475u of an Enemy Unit: ‚ Your Basic Attacks deal 20 (+3% Max Health)(+15% Physical Power) Damage On-Hit to them.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nearsight - While within 475u of an Enemy Unit: ‚ Your Basic Attacks deal 20 (+3% Max Health)(+15% Physical Power) Damage On-Hit to them.
Solaris,/images/items/Solaris.webp,3100,Sharpshooter,On Hit,Tier 3,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,15.0,0.0,0.0,Solarblade - 1.5s CD - On Ability Cast: ‚ Empower your next Basic Attack within 4s. ‚ Deal 50 (+20% Physical Power) Damage On-Hit.‚ Can Critically Strike.‚ Heals you for 50% of damage dealt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Solarblade - 1.5s CD - On Ability Cast: ‚ Empower your next Basic Attack within 4s. ‚ Deal 50 (+20% Physical Power) Damage On-Hit.‚ Can Critically Strike.‚ Heals you for 50% of damage dealt.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overseer,/images/items/Overseer.webp,3100,Mage,Sustain,Tier 3,0.0,80.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Exalted - Enhance your Ultimate Ability: ‚ Deals 15% more damage. ‚ Heals you for 25% of the damage dealt to Heroes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Exalted - Enhance your Ultimate Ability: ‚ Deals 15% more damage. ‚ Heals you for 25% of the damage dealt to Heroes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wraith Leggings,/images/items/Wraith-Leggings.webp,3100,Mage,Mobility,Tier 3,0.0,95.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Carnage - Against Heroes below 40% Health: ‚ Abilities deal 12% bonus Magical Damage.,0,0,0,0,0,0,0,Carnage - Against Heroes below 40% Health: ‚ Abilities deal 12% bonus Magical Damage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warden's Faith,/images/items/Wardens-Faith.webp,3100,Tank,Anti Crit,Tier 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stalwart: • Take 20% less damage from Critical Strikes.,Mocking Presence - Nearby Enemy Heroes: • Have their Physical Power reduced by 8%.,0,Stalwart: • Take 20% less damage from Critical Strikes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mocking Presence - Nearby Enemy Heroes: • Have their Physical Power reduced by 8%.,0,0,0
Vanquisher,/images/items/Vanquisher.webp,3100,Sharpshooter,Burst,Tier 3,45.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Annihilate - On taking a Hero below 5% Health: ‚ Execute them.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Annihilate - On taking a Hero below 5% Health: ‚ Execute them.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tainted Blade,/images/items/Sawtoothed-Scimitar.webp,3100,Fighter,Anti Heal,Tier 3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Blighted Strikes - On dealing Physical Damage: ‚ Reduce the Target's Healing by 45% for 3s.,Hex - On dealing Ability Damage to a Blighted Target: ‚ Cause them to take 5% more damage for 3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hex - On dealing Ability Damage to a Blighted Target: ‚ Cause them to take 5% more damage for 3s.,0,0,0,Blighted Strikes - On dealing Physical Damage: ‚ Reduce the Target's Healing by 45% for 3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storm Breaker,/images/items/Storm-Breaker.webp,3100,Sharpshooter,Area Damage,Tier 3,40.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Electric Momentum - While moving or landing Basic Attacks: ‚ Generate stacks of Momentum.‚ At 100 stacks empower your next Basic Attack On-Hit.‚ Release a bolt of lightning that chains to 7 Targets.‚ Deal 25 (+20% Physical Power) Damage.‚ Applies On-Hit effects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Electric Momentum - While moving or landing Basic Attacks: ‚ Generate stacks of Momentum.‚ At 100 stacks empower your next Basic Attack On-Hit.‚ Release a bolt of lightning that chains to 7 Targets.‚ Deal 25 (+20% Physical Power) Damage.‚ Applies On-Hit effects.,0,0,0,0
Sky Splitter,/images/items/Sky-Splitter.webp,3100,Sharpshooter,Anti Tank,Tier 3,35.0,0.0,0.0,0.0,0.0,25.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rend - On Successful Basic Attacks: ‚ Deal 6% of Target's Current Health as Damage On-Hit.‚ Reduced to 4% for Ranged Heroes.‚ Minimum of 12 Damage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rend - On Successful Basic Attacks: ‚ Deal 6% of Target's Current Health as Damage On-Hit.‚ Reduced to 4% for Ranged Heroes.‚ Minimum of 12 Damage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Absolution,/images/items/Severance.webp,3100,Fighter,Anti Disruption,Tier 3,40.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bravery - 45s CD - On being Immobilized: • Gain 25% Damage Mitigation.• Gain 40% Movement Speed.• Lasts 3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bravery - 45s CD - On being Immobilized: • Gain 25% Damage Mitigation.• Gain 40% Movement Speed.• Lasts 3s.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
